Date,zone,centre,Price
03-09-08,1,DELHI,1100.0
10-09-08,1,DELHI,1100.0
17-09-08,1,DELHI,1100.0
24-09-08,1,DELHI,1100.0
01-10-08,1,DELHI,1090.0
08-10-08,1,DELHI,1090.0
15-10-08,1,DELHI,1090.0
22-10-08,1,DELHI,1100.0
29-10-08,1,DELHI,1100.0
05-11-08,1,DELHI,1100.0
12-11-08,1,DELHI,1100.0
19-11-08,1,DELHI,1100.0
26-11-08,1,DELHI,1150.0
03-12-08,1,DELHI,1140.0
10-12-08,1,DELHI,1140.0
17-12-08,1,DELHI,1140.0
24-12-08,1,DELHI,1140.0
31-12-08,1,DELHI,1140.0
07-01-09,1,DELHI,1140.0
14-01-09,1,DELHI,1160.0
21-01-09,1,DELHI,1180.0
28-01-09,1,DELHI,1180.0
04-02-09,1,DELHI,1185.0
11-02-09,1,DELHI,1185.0
18-02-09,1,DELHI,1185.0
25-02-09,1,DELHI,1185.0
04-03-09,1,DELHI,1190.0
11-03-09,1,DELHI,1180.0
18-03-09,1,DELHI,1175.0
25-03-09,1,DELHI,1165.0
01-04-09,1,DELHI,1165.0
08-04-09,1,DELHI,1130.0
11-04-09,1,DELHI,1350.0
15-04-09,1,DELHI,1115.0
22-04-09,1,DELHI,1095.0
29-04-09,1,DELHI,1085.0
06-05-09,1,DELHI,1075.0
13-05-09,1,DELHI,1075.0
20-05-09,1,DELHI,1075.0
27-05-09,1,DELHI,1085.0
03-06-09,1,DELHI,1080.0
10-06-09,1,DELHI,1090.0
17-06-09,1,DELHI,1090.0
24-06-09,1,DELHI,1070.0
01-07-09,1,DELHI,1070.0
08-07-09,1,DELHI,1070.0
15-07-09,1,DELHI,1105.0
22-07-09,1,DELHI,1105.0
29-07-09,1,DELHI,1105.0
05-08-09,1,DELHI,1110.0
12-08-09,1,DELHI,1110.0
19-08-09,1,DELHI,1110.0
26-08-09,1,DELHI,1125.0
02-09-09,1,DELHI,1125.0
09-09-09,1,DELHI,1160.0
16-09-09,1,DELHI,1160.0
23-09-09,1,DELHI,1160.0
30-09-09,1,DELHI,1160.0
07-10-09,1,DELHI,1225.0
14-10-09,1,DELHI,1225.0
21-10-09,1,DELHI,1225.0
28-10-09,1,DELHI,1225.0
04-11-09,1,DELHI,1225.0
11-11-09,1,DELHI,1375.0
18-11-09,1,DELHI,1390.0
25-11-09,1,DELHI,1400.0
02-12-09,1,DELHI,1400.0
09-12-09,1,DELHI,1405.0
16-12-09,1,DELHI,1350.0
23-12-09,1,DELHI,1375.0
30-12-09,1,DELHI,1365.0
06-01-10,1,DELHI,1365.0
13-01-10,1,DELHI,1375.0
20-01-10,1,DELHI,1385.0
27-01-10,1,DELHI,1365.0
03-02-10,1,DELHI,1375.0
10-02-10,1,DELHI,1375.0
17-02-10,1,DELHI,1430.0
24-02-10,1,DELHI,1430.0
03-03-10,1,DELHI,1430.0
10-03-10,1,DELHI,1400.0
17-03-10,1,DELHI,1350.0
24-03-10,1,DELHI,1350.0
31-03-10,1,DELHI,1350.0
07-04-10,1,DELHI,1350.0
14-04-10,1,DELHI,1200.0
21-04-10,1,DELHI,1250.0
28-04-10,1,DELHI,1225.0
05-05-10,1,DELHI,1150.0
12-05-10,1,DELHI,1140.0
19-05-10,1,DELHI,1150.0
26-05-10,1,DELHI,1150.0
02-06-10,1,DELHI,1150.0
09-06-10,1,DELHI,1150.0
16-06-10,1,DELHI,1260.0
23-06-10,1,DELHI,1240.0
30-06-10,1,DELHI,1230.0
07-07-10,1,DELHI,1230.0
14-07-10,1,DELHI,1225.0
21-07-10,1,DELHI,1225.0
28-07-10,1,DELHI,1235.0
04-08-10,1,DELHI,1235.0
11-08-10,1,DELHI,1235.0
18-08-10,1,DELHI,1230.0
25-08-10,1,DELHI,1230.0
01-09-10,1,DELHI,1230.0
08-09-10,1,DELHI,1220.0
15-09-10,1,DELHI,1220.0
22-09-10,1,DELHI,1220.0
29-09-10,1,DELHI,1230.0
06-10-10,1,DELHI,1230.0
13-10-10,1,DELHI,1250.0
20-10-10,1,DELHI,1230.0
27-10-10,1,DELHI,1235.0
03-11-10,1,DELHI,1235.0
10-11-10,1,DELHI,1240.0
17-11-10,1,DELHI,1235.0
24-11-10,1,DELHI,1245.0
01-12-10,1,DELHI,1260.0
08-12-10,1,DELHI,1275.0
15-12-10,1,DELHI,1285.0
22-12-10,1,DELHI,1290.0
29-12-10,1,DELHI,1320.0
05-01-11,1,DELHI,1310.0
12-01-11,1,DELHI,1340.0
19-01-11,1,DELHI,1365.0
26-01-11,1,DELHI,1350.0
02-02-11,1,DELHI,1345.0
09-02-11,1,DELHI,1335.0
16-02-11,1,DELHI,1335.0
23-02-11,1,DELHI,1330.0
02-03-11,1,DELHI,1335.0
09-03-11,1,DELHI,1325.0
16-03-11,1,DELHI,1315.0
23-03-11,1,DELHI,1300.0
30-03-11,1,DELHI,1245.0
06-04-11,1,DELHI,1230.0
13-04-11,1,DELHI,1225.0
20-04-11,1,DELHI,1225.0
27-04-11,1,DELHI,1225.0
04-05-11,1,DELHI,1215.0
11-05-11,1,DELHI,1190.0
18-05-11,1,DELHI,1190.0
25-05-11,1,DELHI,1200.0
01-06-11,1,DELHI,1190.0
08-06-11,1,DELHI,1210.0
15-06-11,1,DELHI,1210.0
22-06-11,1,DELHI,1210.0
29-06-11,1,DELHI,1190.0
06-07-11,1,DELHI,1290.0
13-07-11,1,DELHI,1200.0
20-07-11,1,DELHI,1210.0
27-07-11,1,DELHI,1210.0
03-08-11,1,DELHI,1200.0
10-08-11,1,DELHI,1185.0
17-08-11,1,DELHI,1200.0
24-08-11,1,DELHI,1210.0
31-08-11,1,DELHI,1180.0
07-09-11,1,DELHI,1190.0
14-09-11,1,DELHI,1190.0
21-09-11,1,DELHI,1210.0
28-09-11,1,DELHI,1210.0
05-10-11,1,DELHI,1200.0
12-10-11,1,DELHI,1200.0
19-10-11,1,DELHI,1210.0
26-10-11,1,DELHI,1210.0
02-11-11,1,DELHI,1210.0
09-11-11,1,DELHI,1210.0
16-11-11,1,DELHI,1210.0
23-11-11,1,DELHI,1220.0
30-11-11,1,DELHI,1245.0
07-12-11,1,DELHI,1245.0
14-12-11,1,DELHI,1245.0
21-12-11,1,DELHI,1245.0
28-12-11,1,DELHI,1245.0
04-01-12,1,DELHI,1280.0
11-01-12,1,DELHI,1280.0
18-01-12,1,DELHI,1280.0
25-01-12,1,DELHI,1280.0
01-02-12,1,DELHI,1280.0
08-02-12,1,DELHI,1280.0
15-02-12,1,DELHI,1280.0
22-02-12,1,DELHI,1280.0
29-02-12,1,DELHI,1280.0
07-03-12,1,DELHI,1280.0
14-03-12,1,DELHI,1290.0
21-03-12,1,DELHI,1290.0
28-03-12,1,DELHI,1290.0
04-04-12,1,DELHI,1290.0
11-04-12,1,DELHI,1290.0
25-04-12,1,DELHI,1280.0
02-05-12,1,DELHI,1280.0
09-05-12,1,DELHI,1280.0
16-05-12,1,DELHI,1280.0
23-05-12,1,DELHI,1280.0
30-05-12,1,DELHI,1280.0
06-06-12,1,DELHI,1300.0
13-06-12,1,DELHI,1310.0
20-06-12,1,DELHI,1300.0
27-06-12,1,DELHI,1300.0
04-07-12,1,DELHI,1280.0
11-07-12,1,DELHI,1280.0
